#node	date	numeric date
KR817107_1	2014-07-18	2014.543836
NODE_0000375	2012-10-21	2012.805644
KR817224_1	2014-06-09	2014.436986
NODE_0000376	2013-02-04	2013.094382
KR817223_1	2014-06-09	2014.436986
NODE_0000377	2013-02-04	2013.094382
KR817213_1	2014-05-21	2014.384932
NODE_0000378	2013-11-09	2013.857203
KR817217_1	2014-05-28	2014.404110
NODE_0000379	2013-11-28	2013.908542
KR817221_1	2014-06-09	2014.436986
KR817237_1	2014-06-25	2014.480822
NODE_0000380	2007-05-21	2007.384465
NODE_0000381	2012-06-08	2012.434756
KR817198_1	2014-04-11	2014.275342
NODE_0000382	2012-06-26	2012.486095
KR817200_1	2014-04-13	2014.280822
NODE_0000383	2012-07-15	2012.537435
KR817199_1	2014-04-12	2014.278082
NODE_0000384	2013-09-30	2013.747194
KT013254_3	2014-03-19	2014.212329
NODE_0000385	2013-10-18	2013.797097
KT013255_3	2014-03-19	2014.212329
NODE_0000386	2013-10-18	2013.797097
NODE_0000387	2013-11-06	2013.848436
MG572232_1	2014-03-19	2014.212329
MG572229_1	2014-03-19	2014.212329
NODE_0000388	2014-02-14	2014.123104
KX000399_1	2014-03-10	2014.187671
NODE_0000389	2014-02-28	2014.159678
KX000400_1	2014-03-19	2014.212329
KX000398_1	2014-03-10	2014.187671
NODE_0000390	2007-11-15	2007.872904
NODE_0000391	2010-03-28	2010.236728
KR817192_1	2014-04-03	2014.253425
NODE_0000392	2014-02-03	2014.090467
NODE_0000393	2014-02-26	2014.155124
MG572234_1	2014-03-17	2014.206849
MG572231_1	2014-03-17	2014.206849
NODE_0000394	2014-02-26	2014.155124
KT013259_3	2014-03-17	2014.206849
KT013258_3	2014-03-17	2014.206849
NODE_0000395	2008-01-17	2008.046235
KR817076_1	2014-09-13	2014.700000
NODE_0000396	2008-06-07	2008.432111
NODE_0000397	2011-11-03	2011.839109
NODE_0000398	2011-12-31	2011.997588
NODE_0000399	2013-03-26	2013.231999
KR817240_1	2014-07-03	2014.502740
KM034562_1	2014-05-28	2014.404110
NODE_0000400	2012-07-16	2012.539648
KM034555_1	2014-06-06	2014.428767
NODE_0000401	2012-08-04	2012.590987
KM034559_1	2014-05-28	2014.404110
NODE_0000402	2012-08-23	2012.642326
KM034549_1	2014-05-25	2014.395890
NODE_0000403	2012-08-23	2012.643329
KM034563_1	2014-05-28	2014.404110
NODE_0000404	2012-08-23	2012.643329
KR817229_1	2014-06-15	2014.453425
NODE_0000405	2012-10-06	2012.762313
KR817242_1	2014-07-10	2014.521918
NODE_0000406	2012-12-29	2012.992168
KR817219_1	2014-06-05	2014.426027
KR817182_1	2014-03-31	2014.245205
NODE_0000407	2012-06-11	2012.443198
KM034554_1	2014-05-27	2014.401370
NODE_0000408	2012-06-30	2012.494538
KM034550_1	2014-05-25	2014.395890
NODE_0000409	2012-06-30	2012.494538
KR817233_1	2014-06-20	2014.467123
NODE_0000410	2012-06-30	2012.494538
KR817239_1	2014-06-29	2014.491781
NODE_0000411	2012-09-15	2012.705247
NODE_0000412	2012-11-23	2012.893678
KR817231_1	2014-06-20	2014.467123
NODE_0000413	2012-12-11	2012.945018
KR817227_1	2014-06-13	2014.447945
NODE_0000414	2014-05-09	2014.352770
KR817220_1	2014-06-05	2014.426027
KM034561_1	2014-05-28	2014.404110
NODE_0000415	2012-09-15	2012.705247
KR817236_1	2014-06-24	2014.478082
NODE_0000416	2013-02-15	2013.123833
NODE_0000417	2013-08-02	2013.584105
KR817120_1	2014-08-04	2014.590411
KR817080_1	2014-09-22	2014.724658
NODE_0000418	2013-02-15	2013.123833
KR817122_1	2014-08-08	2014.601370
KR817083_1	2014-09-29	2014.743836
NODE_0000419	2009-05-22	2009.387712
NODE_0000420	2010-02-18	2010.132212
KR817068_1	2014-09-01	2014.667123
NODE_0000421	2010-09-26	2010.734567
KR817131_1	2014-08-29	2014.658904
NODE_0000422	2010-10-14	2010.785907
KR817178_1	2014-07-30	2014.576712
NODE_0000423	2010-11-02	2010.837246
NODE_0000424	2011-11-25	2011.898885
KR817067_1	2014-09-01	2014.667123
KR817088_1	2014-10-05	2014.760274
NODE_0000425	2011-02-23	2011.146252
NODE_0000426	2014-03-25	2014.229266
KR817086_1	2014-10-01	2014.749315
KR817082_1	2014-09-29	2014.743836
NODE_0000427	2011-03-14	2011.197591
KR817087_1	2014-10-01	2014.749315
NODE_0000428	2011-04-01	2011.248931
NODE_0000429	2013-06-18	2013.461415
KR817153_1	2014-11-03	2014.839726
NODE_0000430	2015-12-03	2015.921158
KY007524_1	2016-04-05	2016.260929
NODE_0000431	2016-02-16	2016.127734
KY007522_1	2016-04-01	2016.250000
NODE_0000432	2016-02-16	2016.127734
KY007525_1	2016-04-07	2016.266393
KY007523_1	2016-04-01	2016.250000
NODE_0000433	2011-10-05	2011.760103
NODE_0000434	2012-05-28	2012.406541
NODE_0000435	2014-01-14	2014.037122
KR817077_1	2014-09-13	2014.700000
KR817078_1	2014-09-13	2014.700000
NODE_0000436	2013-01-28	2013.075426
NODE_0000437	2014-08-21	2014.636398
KR817167_1	2014-12-09	2014.938356
KR817164_1	2014-12-04	2014.924658
NODE_0000438	2013-11-06	2013.846990
KR817152_1	2014-11-01	2014.834247
KR817151_1	2014-11-01	2014.834247
NODE_0000439	2012-03-16	2012.207275
KR817159_1	2014-11-13	2014.867123
NODE_0000440	2012-04-04	2012.258614
KR817143_1	2014-10-18	2014.795890
NODE_0000441	2012-04-04	2012.259244
KR534555_1	2014-10-10	2014.773973
NODE_0000442	2012-04-23	2012.310583
KR817089_1	2014-10-05	2014.760274
NODE_0000443	2012-07-16	2012.539546
KR817145_1	2014-10-22	2014.806849
NODE_0000444	2012-10-08	2012.769853
KR817070_1	2014-09-04	2014.675342
NODE_0000445	2012-12-15	2012.953735
KR817069_1	2014-09-01	2014.667123
NODE_0000446	2013-01-02	2013.005074
NODE_0000447	2014-01-04	2014.009749
KR817126_1	2014-08-16	2014.623288
KR817072_1	2014-09-07	2014.683562
NODE_0000448	2013-10-06	2013.764052
KR817074_1	2014-09-09	2014.689041
KR817140_1	2014-10-17	2014.793151
NODE_0000449	2009-06-08	2009.435350
NODE_0000450	2010-04-10	2010.272606
NODE_0000451	2014-01-23	2014.062182
KM233074_1	2014-06-14	2014.450685
NODE_0000452	2014-02-11	2014.113521
KM233103_1	2014-06-16	2014.456164
KR817238_1	2014-06-26	2014.483562
NODE_0000453	2010-04-29	2010.323945
NODE_0000454	2010-05-17	2010.375284
NODE_0000455	2011-09-15	2011.706250
KR817125_1	2014-08-14	2014.617808
NODE_0000456	2011-10-04	2011.757589
NODE_0000457	2012-12-20	2012.967287
KT725294_1	2014-08-16	2014.623288
NODE_0000458	2013-01-09	2013.023786
KR817232_1	2014-06-20	2014.467123
NODE_0000459	2013-01-28	2013.075126
KR817234_1	2014-06-20	2014.467123
KT725272_1	2014-08-22	2014.639726
NODE_0000460	2012-08-25	2012.649731
NODE_0000461	2012-09-13	2012.700840
NODE_0000462	2013-07-11	2013.524791
KT725351_1	2014-09-19	2014.716438
KX009898_1	2014-09-06	2014.680822
NODE_0000463	2014-08-07	2014.599346
KT725297_1	2014-08-26	2014.650685
KT725309_1	2014-08-26	2014.650685
NODE_0000464	2013-09-08	2013.687257
NODE_0000465	2013-09-27	2013.738596
KR817117_1	2014-08-01	2014.582192
NODE_0000466	2013-10-14	2013.784890
KR817071_1	2014-09-04	2014.675342
KR817073_1	2014-09-07	2014.683562
NODE_0000467	2014-02-28	2014.159070
KR817118_1	2014-08-01	2014.582192
NODE_0000468	2014-03-18	2014.210410
KR817116_1	2014-08-01	2014.582192
NODE_0000469	2014-04-06	2014.261749
KR817119_1	2014-08-01	2014.582192
KR817079_1	2014-09-21	2014.721918
NODE_0000470	2010-12-31	2010.999832
KT725300_1	2014-08-26	2014.650685
NODE_0000471	2011-08-27	2011.652273
NODE_0000472	2011-10-22	2011.806291
NODE_0000473	2012-05-05	2012.342520
KR817109_1	2014-07-22	2014.554795
NODE_0000474	2013-08-23	2013.643709
KR817112_1	2014-07-22	2014.554795
KR817110_1	2014-07-22	2014.554795
NODE_0000475	2012-11-07	2012.852147
NODE_0000476	2014-03-30	2014.242322
KR817243_1	2014-07-12	2014.527397
KR817108_1	2014-07-22	2014.554795
NODE_0000477	2012-11-26	2012.903486
KR817114_1	2014-07-26	2014.565753
NODE_0000478	2012-12-15	2012.954826
KR817115_1	2014-07-25	2014.563014
KR817111_1	2014-07-22	2014.554795
NODE_0000479	2012-01-09	2012.023401
NODE_0000480	2012-11-21	2012.889178
KR817085_1	2014-10-01	2014.749315
KR817081_1	2014-09-29	2014.743836
NODE_0000481	2012-02-16	2012.126080
KR817092_1	2014-12-22	2014.973973
NODE_0000482	2012-07-21	2012.553731
KR817162_1	2014-12-01	2014.916438
NODE_0000483	2012-08-09	2012.605070
NODE_0000484	2014-09-09	2014.688375
KR817102_1	2015-01-15	2015.039726
NODE_0000485	2014-09-27	2014.739715
KR817105_1	2015-01-27	2015.072603
NODE_0000486	2015-01-06	2015.015784
KR817104_1	2015-01-25	2015.067123
KR817103_1	2015-01-22	2015.058904
NODE_0000487	2013-11-17	2013.876998
KR817158_1	2014-11-13	2014.867123
NODE_0000488	2013-11-17	2013.876998
KR817155_1	2014-11-08	2014.853425
NODE_0000489	2013-11-17	2013.876998
NODE_0000490	2013-11-17	2013.876998
KR817157_1	2014-11-13	2014.867123
KR817156_1	2014-11-08	2014.853425
NODE_0000491	2014-02-21	2014.140692
KR817172_1	2014-12-14	2014.952055
NODE_0000492	2014-02-26	2014.154570
KR817174_1	2014-12-14	2014.952055
KR817124_1	2014-08-14	2014.617808
NODE_0000493	2011-09-03	2011.672682
NODE_0000494	2012-05-13	2012.365686
KT725262_1	2014-06-25	2014.480822
NODE_0000495	2012-06-01	2012.417025
NODE_0000496	2013-07-27	2013.569765
KT725366_1	2014-12-29	2014.993151
KT725357_1	2014-09-23	2014.727397
NODE_0000497	2012-06-20	2012.468364
KX009897_1	2014-09-04	2014.675342
NODE_0000498	2012-07-09	2012.519704
KT725369_1	2014-08-26	2014.650685
NODE_0000499	2012-07-28	2012.571043
KX009892_1	2014-08-27	2014.653425
NODE_0000500	2012-08-15	2012.622383
KT725350_1	2014-08-17	2014.626027
NODE_0000501	2013-03-20	2013.216083
KT725265_1	2014-09-09	2014.689041
KR817084_1	2014-09-30	2014.746575
NODE_0000502	2011-09-22	2011.724021
NODE_0000503	2011-12-25	2011.983272
NODE_0000504	2012-06-15	2012.453958
KR006945_1	2014-11-08	2014.853425
NODE_0000505	2012-07-03	2012.505298
KR006963_1	2014-10-01	2014.749315
NODE_0000506	2014-05-26	2014.398359
KP240933_1	2014-10-06	2014.763014
NODE_0000507	2014-09-07	2014.684277
KP240934_1	2014-10-11	2014.776712
NODE_0000508	2014-09-26	2014.735616
KP240935_1	2014-10-13	2014.782192
KP240932_1	2014-09-26	2014.735616
NODE_0000509	2012-07-03	2012.504941
NODE_0000510	2013-04-25	2013.312650
KU220283_1	2014-12-30	2014.995890
NODE_0000511	2013-06-08	2013.434089
KX009902_1	2014-09-16	2014.708219
NODE_0000512	2013-06-27	2013.485428
KX009905_1	2014-10-10	2014.773973
KT725276_1	2014-09-23	2014.727397
NODE_0000513	2013-02-25	2013.152935
KU220282_1	2014-08-25	2014.647945
NODE_0000514	2013-03-16	2013.204274
KU220277_1	2014-08-10	2014.606849
NODE_0000515	2013-03-16	2013.204274
KU220279_1	2014-08-24	2014.645205
NODE_0000516	2013-03-16	2013.204274
KU220280_1	2014-08-24	2014.645205
NODE_0000517	2013-03-16	2013.204274
NODE_0000518	2013-04-26	2013.315580
KT725375_1	2014-10-11	2014.776712
KT725368_1	2014-10-01	2014.749315
NODE_0000519	2014-04-15	2014.286415
KT725367_1	2014-08-20	2014.634247
NODE_0000520	2014-05-04	2014.337755
KT725337_1	2014-08-20	2014.634247
KT725353_1	2014-09-20	2014.719178
NODE_0000521	2012-10-06	2012.764503
NODE_0000522	2014-06-26	2014.483168
NODE_0000523	2014-08-05	2014.594367
KU220278_1	2014-08-24	2014.645205
KU220281_1	2014-08-25	2014.647945
NODE_0000524	2015-01-16	2015.041521
KU220269_1	2015-06-29	2015.491781
NODE_0000525	2015-02-03	2015.092861
KU220276_1	2015-07-12	2015.527397
NODE_0000526	2015-02-03	2015.092861
NODE_0000527	2015-06-13	2015.448661
KU220273_1	2015-07-07	2015.513699
KU220272_1	2015-07-02	2015.500000
NODE_0000528	2015-02-22	2015.144200
KU220271_1	2015-07-01	2015.497260
NODE_0000529	2015-02-22	2015.144200
KU220270_1	2015-06-30	2015.494521
NODE_0000530	2015-06-19	2015.464583
KU220274_1	2015-07-07	2015.513699
KU220275_1	2015-07-08	2015.516438
NODE_0000531	2012-10-25	2012.815842
KT725391_1	2014-10-11	2014.776712
NODE_0000532	2013-03-30	2013.242849
KT725293_1	2014-08-19	2014.631507
NODE_0000533	2013-04-18	2013.294188
KT725339_1	2014-08-26	2014.650685
NODE_0000534	2013-09-24	2013.730280
NODE_0000535	2014-07-29	2014.574688
KT725335_1	2014-08-18	2014.628767
KT725383_1	2014-08-17	2014.626027
NODE_0000536	2013-10-13	2013.781620
KT725363_1	2014-08-17	2014.626027
NODE_0000537	2013-10-13	2013.781620
KT725380_1	2014-08-17	2014.626027
NODE_0000538	2013-10-13	2013.781620
KT725386_1	2014-08-15	2014.620548
NODE_0000539	2013-12-07	2013.931710
NODE_0000540	2014-04-03	2014.252151
KT725379_1	2014-09-20	2014.719178
KT725307_1	2014-09-20	2014.719178
NODE_0000541	2013-12-07	2013.931710
KT725354_1	2014-09-26	2014.735616
KR817106_1	2015-01-31	2015.083562
NODE_0000542	2009-06-08	2009.435350
KR817241_1	2014-07-04	2014.505479
NODE_0000543	2009-08-03	2009.587580
KT725275_1	2014-07-11	2014.524658
NODE_0000544	2009-08-22	2009.638919
NODE_0000545	2011-06-13	2011.448437
KX009893_1	2014-08-27	2014.653425
NODE_0000546	2013-09-18	2013.713701
KT725346_1	2014-08-26	2014.650685
NODE_0000547	2013-10-07	2013.765041
KT725381_1	2014-08-26	2014.650685
KT725349_1	2014-08-26	2014.650685
NODE_0000548	2009-09-06	2009.680830
NODE_0000549	2010-11-08	2010.852334
KT725364_1	2014-08-24	2014.645205
NODE_0000550	2012-03-29	2012.242552
KT725278_1	2014-08-16	2014.623288
NODE_0000551	2012-08-01	2012.582251
KT725255_1	2014-09-08	2014.686301
NODE_0000552	2012-08-19	2012.633590
NODE_0000553	2013-11-30	2013.914423
KT725393_1	2014-11-13	2014.867123
KT725268_1	2014-10-02	2014.752055
NODE_0000554	2012-08-23	2012.642712
KT725333_1	2014-11-17	2014.878082
NODE_0000555	2012-09-11	2012.694051
KT725269_1	2014-10-02	2014.752055
NODE_0000556	2012-09-29	2012.745391
NODE_0000557	2014-07-30	2014.577428
KT725326_1	2014-08-26	2014.650685
KT725292_1	2014-08-18	2014.628767
NODE_0000558	2012-10-18	2012.796730
KT725316_1	2014-08-21	2014.636986
NODE_0000559	2012-10-18	2012.796730
KT725358_1	2014-10-05	2014.760274
NODE_0000560	2012-11-06	2012.848069
KT725282_1	2014-09-16	2014.708219
NODE_0000561	2012-11-25	2012.899409
KX009896_1	2014-09-04	2014.675342
KT725373_1	2014-09-19	2014.716438
NODE_0000562	2009-09-23	2009.726407
NODE_0000563	2010-11-27	2010.905969
NODE_0000564	2011-04-21	2011.303396
NODE_0000565	2013-04-27	2013.318876
KT725283_1	2014-08-26	2014.650685
KR006949_1	2014-11-13	2014.867123
NODE_0000566	2011-11-04	2011.842897
NODE_0000567	2012-10-11	2012.778287
KX009904_1	2014-10-10	2014.773973
KT725301_1	2014-09-26	2014.735616
NODE_0000568	2012-05-20	2012.382969
KT725330_1	2014-11-10	2014.858904
NODE_0000569	2012-07-08	2012.516592
NODE_0000570	2013-07-06	2013.511487
KY558984_1	2014-12-01	2014.916438
NODE_0000571	2013-07-25	2013.562826
KT725370_1	2014-11-13	2014.867123
NODE_0000572	2014-12-03	2014.922633
KT725288_1	2014-12-22	2014.973973
KR006959_1	2014-12-22	2014.973973
NODE_0000573	2012-08-20	2012.636119
KR006953_1	2014-11-25	2014.900000
NODE_0000574	2012-09-28	2012.741427
KX009911_1	2014-11-25	2014.900000
NODE_0000575	2013-01-07	2013.018071
KR075003_1	2014-01-01	2014.000000
NODE_0000576	2013-02-09	2013.108768
KR074999_1	2015-01-01	2015.000000
NODE_0000577	2013-04-17	2013.292272
KU042954_1	2014-12-30	2014.995890
KR075001_1	2014-01-01	2014.000000
NODE_0000578	2010-12-24	2010.978681
NODE_0000579	2012-03-01	2012.166030
NODE_0000580	2012-09-07	2012.685573
KR006946_1	2014-11-08	2014.853425
KY558986_1	2014-11-01	2014.834247
NODE_0000581	2012-03-20	2012.217369
KT725322_1	2014-07-18	2014.543836
NODE_0000582	2012-04-08	2012.268709
KT725344_1	2014-08-16	2014.623288
NODE_0000583	2012-04-27	2012.320048
NODE_0000584	2014-06-06	2014.429483
KT725324_1	2014-07-19	2014.546575
KT725336_1	2014-06-25	2014.480822
NODE_0000585	2012-05-15	2012.371355
NODE_0000586	2013-11-30	2013.914824
KT725331_1	2014-08-22	2014.639726
KT725256_1	2014-08-26	2014.650685
NODE_0000587	2012-06-03	2012.422695
KT725388_1	2014-07-04	2014.505479
NODE_0000588	2012-06-03	2012.422695
KT725361_1	2014-10-01	2014.749315
NODE_0000589	2012-06-03	2012.422695
KT725285_1	2014-10-16	2014.790411
NODE_0000590	2013-07-03	2013.504098
KX009900_1	2014-09-07	2014.683562
NODE_0000591	2014-02-01	2014.085338
KT725267_1	2014-08-16	2014.623288
NODE_0000592	2014-02-01	2014.085338
NODE_0000593	2014-07-31	2014.580167
KT725390_1	2014-08-19	2014.631507
KX009894_1	2014-08-27	2014.653425
NODE_0000594	2014-06-24	2014.478872
NODE_0000595	2014-09-10	2014.692496
KT725389_1	2014-09-29	2014.743836
KT725372_1	2014-10-02	2014.752055
NODE_0000596	2014-08-05	2014.592318
NODE_0000597	2014-11-06	2014.848661
KX009910_1	2014-11-25	2014.900000
KT725327_1	2014-11-13	2014.867123
NODE_0000598	2014-08-05	2014.592318
KT725345_1	2014-10-01	2014.749315
NODE_0000599	2014-09-10	2014.692697
KT725323_1	2014-09-29	2014.743836
KT725284_1	2014-09-29	2014.743836
NODE_0000600	2011-01-19	2011.051816
NODE_0000601	2011-02-07	2011.103155
KU220284_1	2015-01-16	2015.042466
NODE_0000602	2013-12-07	2013.933028
KR006944_1	2014-11-06	2014.847945
NODE_0000603	2014-07-01	2014.496520
KT725303_1	2014-11-06	2014.847945
KR006940_1	2014-11-05	2014.845205
NODE_0000604	2011-02-26	2011.154495
NODE_0000605	2011-11-25	2011.900239
KT725286_1	2014-08-22	2014.639726
KX009895_1	2014-08-27	2014.653425
NODE_0000606	2011-03-23	2011.224577
NODE_0000607	2013-08-30	2013.662241
NODE_0000608	2014-04-05	2014.260127
KT725342_1	2014-11-26	2014.902740
NODE_0000609	2014-10-22	2014.807565
KX009908_1	2014-11-23	2014.894521
KT725273_1	2014-11-10	2014.858904
NODE_0000610	2013-12-20	2013.967488
NODE_0000611	2014-10-22	2014.807565
KT725254_1	2014-11-10	2014.858904
KR006948_1	2014-11-10	2014.858904
NODE_0000612	2014-01-07	2014.018827
KR006947_1	2014-11-08	2014.853425
KR006962_1	2015-02-14	2015.121918
NODE_0000613	2012-08-24	2012.647309
KT725277_1	2014-07-14	2014.532877
NODE_0000614	2012-09-12	2012.698648
KT725332_1	2014-07-01	2014.497260
NODE_0000615	2012-10-01	2012.749987
KT725378_1	2014-08-16	2014.623288
NODE_0000616	2012-10-01	2012.749987
KT725341_1	2014-08-26	2014.650685
NODE_0000617	2012-10-01	2012.749987
NODE_0000618	2013-11-04	2013.842116
KT725296_1	2014-09-13	2014.700000
KT725355_1	2014-08-30	2014.661644
NODE_0000619	2012-10-01	2012.749987
KT725289_1	2014-09-01	2014.667123
NODE_0000620	2012-10-01	2012.749987
KT725304_1	2014-09-26	2014.735616
NODE_0000621	2014-04-13	2014.281789
KT725352_1	2014-09-13	2014.700000
KY558988_1	2014-08-01	2014.582192
NODE_0000622	2009-10-11	2009.775463
KU156715_1	2014-06-18	2014.461644
NODE_0000623	2009-10-11	2009.775463
NODE_0000624	2012-10-06	2012.764643
NODE_0000625	2013-05-23	2013.389116
KR075000_1	2015-01-01	2015.000000
NODE_0000626	2013-06-10	2013.440455
KY558987_1	2014-09-01	2014.667123
NODE_0000627	2013-06-29	2013.491795
KT587345_1	2014-09-24	2014.730137
NODE_0000628	2015-01-01	2015.002085
KT725384_1	2015-02-04	2015.094521
KR006960_1	2015-01-20	2015.053425
NODE_0000629	2013-07-13	2013.531328
NODE_0000630	2013-09-28	2013.740401
KT725298_1	2014-09-21	2014.721918
NODE_0000631	2013-10-16	2013.791740
KX009901_1	2014-09-07	2014.683562
KX009903_1	2014-09-27	2014.738356
NODE_0000632	2014-04-05	2014.257584
KT725274_1	2014-11-07	2014.850685
NODE_0000633	2014-04-23	2014.308923
KT725257_1	2014-08-16	2014.623288
NODE_0000634	2014-05-12	2014.360262
KT725348_1	2014-08-16	2014.623288
KT725315_1	2014-08-16	2014.623288
NODE_0000635	2009-11-09	2009.855683
NODE_0000636	2014-05-07	2014.347291
KM034558_1	2014-05-28	2014.404110
KM034551_1	2014-05-26	2014.398630
NODE_0000637	2009-11-09	2009.855683
KM233084_1	2014-06-15	2014.453425
NODE_0000638	2009-11-09	2009.855683
KM034553_1	2014-05-27	2014.401370
NODE_0000639	2009-11-09	2009.855683
KT725320_1	2014-06-24	2014.478082
NODE_0000640	2009-11-09	2009.855683
NODE_0000641	2014-01-20	2014.052951
KT725305_1	2014-09-26	2014.735616
KT725290_1	2014-11-28	2014.908219
NODE_0000642	2009-11-09	2009.855683
NODE_0000643	2011-10-15	2011.787494
NODE_0000644	2012-07-02	2012.501418
KT725365_1	2014-08-20	2014.634247
NODE_0000645	2012-10-11	2012.778425
KT725392_1	2014-08-19	2014.631507
NODE_0000646	2012-10-30	2012.829764
KT725280_1	2014-11-22	2014.891781
NODE_0000647	2013-10-27	2013.820530
KT725311_1	2014-08-10	2014.606849
KT725306_1	2014-08-27	2014.653425
NODE_0000648	2012-04-15	2012.288539
NODE_0000649	2013-07-12	2013.526226
KT725362_1	2014-09-20	2014.719178
NODE_0000650	2013-07-30	2013.577565
KT725325_1	2014-09-20	2014.719178
NODE_0000651	2014-02-13	2014.118775
KT725308_1	2014-09-20	2014.719178
KR006964_1	2014-09-23	2014.727397
NODE_0000652	2012-08-23	2012.642328
KT725264_1	2014-08-26	2014.650685
NODE_0000653	2012-11-17	2012.878302
NODE_0000654	2013-01-20	2013.052759
KR075002_1	2014-01-01	2014.000000
NODE_0000655	2013-02-26	2013.155438
KR006958_1	2014-12-20	2014.968493
NODE_0000656	2013-11-12	2013.863826
KY558985_1	2014-09-01	2014.667123
NODE_0000657	2013-12-01	2013.915166
KX009907_1	2014-11-19	2014.883562
KR006954_1	2014-12-03	2014.921918
NODE_0000658	2013-02-17	2013.130086
NODE_0000659	2013-04-12	2013.279102
KT725321_1	2014-09-19	2014.716438
NODE_0000660	2014-08-31	2014.665099
KT725258_1	2014-10-01	2014.749315
KT725329_1	2014-09-19	2014.716438
NODE_0000661	2014-01-22	2014.060121
KT725310_1	2014-10-02	2014.752055
NODE_0000662	2014-02-10	2014.111460
KT725260_1	2014-09-07	2014.683562
NODE_0000663	2014-07-19	2014.546891
KT725371_1	2014-09-19	2014.716438
KT725313_1	2014-10-31	2014.831507
NODE_0000664	2009-11-09	2009.855683
NODE_0000665	2011-03-10	2011.186730
NODE_0000666	2012-10-08	2012.767865
KR817121_1	2014-08-04	2014.590411
NODE_0000667	2012-10-26	2012.819204
NODE_0000668	2013-08-10	2013.606250
KX009906_1	2014-10-23	2014.809589
NODE_0000669	2013-12-13	2013.948661
KR074996_1	2014-01-01	2014.000000
KX009912_1	2014-11-25	2014.900000
NODE_0000670	2012-11-14	2012.870544
NODE_0000671	2012-12-23	2012.977155
MH425138_1	2014-08-09	2014.604110
NODE_0000672	2013-01-11	2013.028494
NODE_0000673	2015-01-30	2015.081526
KY744597_1	2015-11-20	2015.886301
KY744596_1	2015-11-22	2015.891781
NODE_0000674	2013-01-30	2013.079833
NODE_0000675	2013-02-17	2013.131173
KT725387_1	2014-08-20	2014.634247
NODE_0000676	2013-06-28	2013.490001
KT725287_1	2014-10-14	2014.784932
NODE_0000677	2013-07-17	2013.541340
KR006956_1	2014-12-10	2014.941096
NODE_0000678	2013-08-26	2013.649665
KT725266_1	2014-09-15	2014.705479
KR006951_1	2014-11-14	2014.869863
NODE_0000679	2013-10-22	2013.805563
KT587346_1	2014-09-05	2014.678082
NODE_0000680	2013-10-22	2013.805563
NODE_0000681	2014-01-29	2014.076881
KT725374_1	2014-10-05	2014.760274
KT725279_1	2014-11-14	2014.869863
NODE_0000682	2013-11-09	2013.856903
KT725343_1	2014-09-01	2014.667123
NODE_0000683	2014-12-01	2014.917108
KT587343_1	2015-03-20	2015.215068
KT587344_1	2015-03-27	2015.234247
NODE_0000684	2012-12-03	2012.921883
NODE_0000685	2013-04-09	2013.270349
NODE_0000686	2013-04-28	2013.321689
KT725314_1	2014-08-04	2014.590411
KT725261_1	2014-08-04	2014.590411
NODE_0000687	2014-01-03	2014.006262
NODE_0000688	2014-07-03	2014.503455
KX013101_1	2014-07-22	2014.554795
KX013091_1	2014-08-05	2014.593151
NODE_0000689	2014-01-03	2014.006262
NODE_0000690	2014-01-03	2014.007129
KX013097_1	2014-08-05	2014.593151
NODE_0000691	2014-01-03	2014.007129
KX013092_1	2014-08-04	2014.590411
NODE_0000692	2014-07-27	2014.569209
KX013096_1	2014-08-15	2014.620548
KX013095_1	2014-09-01	2014.667123
NODE_0000693	2014-01-22	2014.057602
KX013099_1	2014-08-04	2014.590411
NODE_0000694	2014-02-09	2014.108941
KX013094_1	2014-08-06	2014.595890
NODE_0000695	2014-06-12	2014.444097
KX013093_1	2014-08-06	2014.595890
NODE_0000696	2014-07-02	2014.498783
KX013098_1	2014-08-06	2014.595890
NODE_0000697	2014-07-21	2014.551738
KX013100_1	2014-08-08	2014.601370
KX013090_1	2014-08-06	2014.595890
NODE_0000698	2012-12-22	2012.973223
NODE_0000699	2014-02-26	2014.153626
KT725263_1	2014-09-09	2014.689041
NODE_0000700	2014-10-22	2014.807565
KT725291_1	2014-11-10	2014.858904
KR006943_1	2014-11-06	2014.847945
NODE_0000701	2013-01-09	2013.024562
KT725317_1	2014-09-09	2014.689041
NODE_0000702	2013-02-16	2013.126852
KT725385_1	2014-09-09	2014.689041
NODE_0000703	2013-03-07	2013.178191
KT725319_1	2014-09-15	2014.705479
NODE_0000704	2013-03-25	2013.229531
KT725299_1	2014-08-10	2014.606849
NODE_0000705	2013-03-25	2013.229531
NODE_0000706	2013-04-16	2013.289610
KT725318_1	2014-09-13	2014.700000
KR006942_1	2014-11-06	2014.847945
NODE_0000707	2013-04-12	2013.279399
KT725302_1	2014-09-26	2014.735616
NODE_0000708	2014-05-21	2014.386245
KT725259_1	2014-08-15	2014.620548
NODE_0000709	2014-06-09	2014.437584
KT725382_1	2014-08-24	2014.645205
NODE_0000710	2014-06-09	2014.437584
KT725338_1	2014-08-20	2014.634247
NODE_0000711	2014-09-01	2014.667839
KT725295_1	2014-09-20	2014.719178
KT725334_1	2014-09-20	2014.719178
NODE_0000712	2011-07-09	2011.518478
NODE_0000713	2011-07-27	2011.569817
KT725271_1	2014-09-20	2014.719178
NODE_0000714	2014-02-12	2014.115321
KX009909_1	2014-11-23	2014.894521
NODE_0000715	2014-03-02	2014.166660
KT725328_1	2014-11-22	2014.891781
